member_id,visit_date,age,gender,membership_type,workout_type,workout_duration_minutes,calories_burned,check_in_time,attendance_status
1158,5/10/2024,25,Other,Annual,Strength Training,52,508,5:55,Present
1159,12/2/2024,62,Female,Monthly,Yoga,84,542,16:45,Present
1160,10/2/2024,44,Other,Quarterly,Cardio,60,554,9:37,Present
1161,9/20/2024,54,Female,Quarterly,Cardio,20,118,22:39,Absent
1162,11/22/2024,28,Female,Quarterly,Yoga,55,278,8:52,Absent
1163,7/27/2024,53,Male,Monthly,Strength Training,59,565,7:35,Present
1164,2/27/2024,43,Female,Annual,Cardio,102,714,21:23,Absent
1165,5/28/2024,23,Female,Quarterly,HIIT,51,266,19:04,Absent
1166,9/1/2024,18,Other,Quarterly,Strength Training,92,693,9:46,Absent
1167,12/31/2024,23,Female,Monthly,Cardio,64,557,11:37,Present
1168,6/20/2024,33,Female,Monthly,CrossFit,63,410,8:42,Absent
1169,7/16/2024,37,Male,Annual,HIIT,83,746,16:37,Present
1170,10/17/2024,18,Other,Monthly,Cardio,32,188,11:10,Absent
1171,3/12/2024,33,Female,Monthly,HIIT,53,306,22:19,Absent
1172,9/7/2024,33,Female,Annual,Yoga,20,144,14:38,Absent
1173,12/17/2024,43,Male,Quarterly,CrossFit,89,844,17:33,Present
1174,5/12/2024,54,Male,Quarterly,Strength Training,76,382,22:37,Present
1175,12/11/2024,33,Male,Quarterly,Cardio,73,578,5:57,Absent
1176,3/8/2024,36,Male,Annual,Cardio,20,198,9:41,Present
1177,7/2/2024,51,Female,Quarterly,Strength Training,87,702,14:02,Present
1178,3/25/2024,27,Male,Monthly,Strength Training,79,719,8:51,Absent
1179,10/17/2024,39,Male,Annual,Cardio,101,852,16:55,Present
1180,7/22/2024,55,Male,Monthly,HIIT,21,189,9:00,Present
1181,1/15/2024,55,Male,Monthly,HIIT,114,887,22:10,Absent
1182,1/15/2024,60,Male,Annual,Strength Training,94,626,5:21,Absent
1183,2/17/2024,26,Female,Monthly,CrossFit,84,706,18:54,Present
1184,5/16/2024,36,Female,Annual,Yoga,110,918,21:18,Present
1185,1/20/2024,33,Other,Annual,Cardio,54,361,16:46,Absent
1186,8/3/2024,65,Male,Monthly,Yoga,87,592,16:11,Present
1187,10/9/2024,34,Female,Quarterly,Strength Training,78,434,9:18,Absent
1188,10/2/2024,63,Female,Quarterly,Cardio,39,383,19:05,Absent
1189,11/26/2024,30,Male,Monthly,HIIT,107,873,17:54,Present
1190,2/27/2024,42,Male,Monthly,HIIT,33,213,22:39,Present
1191,4/13/2024,63,Male,Annual,Yoga,81,626,16:34,Absent
1192,9/10/2024,63,Other,Annual,Yoga,103,800,18:24,Absent
1193,3/10/2024,41,Other,Quarterly,Yoga,68,574,13:59,Absent
1194,9/29/2024,55,Other,Monthly,Yoga,20,102,21:03,Absent
1195,4/24/2024,30,Other,Annual,Strength Training,87,704,5:29,Present
1196,10/11/2024,31,Other,Quarterly,Strength Training,58,500,12:49,Present
1197,6/10/2024,24,Other,Quarterly,Strength Training,77,749,19:32,Absent
1198,5/31/2024,20,Other,Quarterly,Strength Training,75,697,5:00,Absent
1199,5/10/2024,48,Other,Quarterly,HIIT,74,709,8:51,Absent
1200,4/14/2024,48,Male,Annual,CrossFit,98,616,12:19,Absent
1201,11/3/2024,41,Other,Monthly,HIIT,99,501,16:50,Absent
1202,4/18/2024,33,Male,Quarterly,CrossFit,27,164,15:52,Absent
1203,6/16/2024,55,Male,Quarterly,HIIT,30,264,22:09,Absent
1204,4/12/2024,18,Male,Annual,Strength Training,50,488,12:44,Present
1205,5/5/2024,42,Female,Quarterly,HIIT,42,294,20:13,Present
1206,1/27/2024,59,Male,Annual,Strength Training,63,477,8:24,Absent
1207,3/23/2024,21,Male,Quarterly,HIIT,38,323,10:07,Absent
1208,12/29/2024,34,Female,Quarterly,CrossFit,116,603,13:35,Present
1209,12/17/2024,29,Other,Quarterly,Strength Training,64,384,13:05,Present
1210,12/5/2024,36,Female,Quarterly,CrossFit,77,751,22:18,Absent
1211,3/31/2024,49,Male,Annual,Yoga,97,868,17:41,Absent
1212,2/25/2024,46,Other,Monthly,Strength Training,69,498,11:13,Absent
1213,4/23/2024,25,Other,Annual,HIIT,97,833,16:34,Absent
1214,11/8/2024,18,Female,Monthly,Yoga,87,562,14:54,Present
1215,2/10/2024,28,Male,Annual,Yoga,85,561,17:30,Present
1216,4/25/2024,26,Female,Quarterly,Strength Training,73,397,5:36,Present
1217,2/5/2024,34,Male,Quarterly,Yoga,100,916,13:13,Absent
1218,4/6/2024,34,Female,Quarterly,HIIT,28,142,16:01,Absent
1219,11/28/2024,44,Other,Quarterly,HIIT,36,305,16:27,Absent
1220,12/18/2024,18,Female,Annual,CrossFit,25,176,8:16,Present
1221,1/30/2024,61,Male,Monthly,Yoga,48,247,16:45,Absent
1222,6/30/2024,50,Female,Annual,Yoga,34,183,17:05,Absent
1223,10/18/2024,51,Male,Quarterly,Yoga,41,249,18:02,Absent
1224,9/27/2024,27,Male,Quarterly,Yoga,42,341,6:15,Present
1225,11/13/2024,58,Female,Monthly,Yoga,118,1000,15:02,Present
1226,9/7/2024,18,Other,Quarterly,Cardio,108,886,10:25,Present
1227,7/4/2024,33,Female,Annual,HIIT,47,380,8:56,Absent
1228,5/19/2024,33,Female,Monthly,CrossFit,58,479,5:56,Present
1229,3/20/2024,29,Female,Annual,Strength Training,91,579,19:47,Present
1230,7/31/2024,18,Female,Quarterly,CrossFit,66,434,11:46,Absent
1231,1/4/2024,57,Other,Monthly,Strength Training,88,710,12:40,Absent
1232,9/11/2024,58,Female,Quarterly,HIIT,112,611,15:26,Present
1233,10/29/2024,55,Male,Quarterly,Yoga,65,490,13:22,Absent
1234,12/2/2024,60,Other,Monthly,Yoga,88,771,22:35,Absent
1235,6/16/2024,44,Female,Annual,Cardio,48,350,21:52,Present
1236,7/26/2024,29,Other,Quarterly,CrossFit,66,463,14:33,Present
1237,1/29/2024,65,Other,Monthly,Yoga,111,1104,9:29,Present
1238,8/26/2024,59,Other,Annual,Cardio,46,379,7:22,Present
1239,8/27/2024,18,Male,Quarterly,Strength Training,74,736,8:10,Absent
1240,6/4/2024,56,Other,Monthly,Yoga,74,718,9:19,Present
1241,2/20/2024,21,Male,Monthly,Cardio,63,525,10:04,Absent
1242,7/20/2024,63,Female,Monthly,Cardio,55,428,9:06,Present
1243,5/18/2024,47,Female,Quarterly,Cardio,114,996,21:18,Absent
1244,10/27/2024,57,Male,Monthly,CrossFit,114,962,21:43,Absent
1245,2/4/2024,62,Male,Annual,Strength Training,103,628,20:17,Present
1246,5/26/2024,45,Female,Annual,CrossFit,51,378,20:59,Absent
1247,4/22/2024,23,Other,Monthly,Strength Training,115,739,21:10,Present
1248,11/30/2024,52,Female,Monthly,HIIT,94,564,7:58,Present
1249,11/4/2024,62,Female,Annual,Cardio,66,391,5:43,Present
1250,1/25/2024,40,Female,Quarterly,HIIT,117,1072,16:42,Absent
1251,7/30/2024,46,Other,Quarterly,CrossFit,53,377,5:00,Present
1252,11/3/2024,44,Male,Annual,HIIT,87,788,18:50,Absent
1253,1/5/2024,22,Other,Quarterly,Yoga,49,345,6:23,Present
1254,1/20/2024,33,Other,Quarterly,Yoga,71,494,7:49,Present
1255,8/31/2024,24,Male,Monthly,Strength Training,85,688,16:44,Present
1256,5/29/2024,24,Male,Monthly,Cardio,61,396,22:16,Absent
1257,10/10/2024,40,Male,Annual,HIIT,92,481,6:38,Absent
1258,10/10/2024,60,Male,Quarterly,HIIT,97,845,14:04,Absent
1259,11/27/2024,38,Male,Quarterly,CrossFit,88,498,19:58,Absent
1260,10/6/2024,54,Female,Annual,Yoga,39,333,16:59,Present
1261,6/15/2024,40,Female,Quarterly,HIIT,48,379,13:02,Absent
1262,9/7/2024,24,Other,Annual,HIIT,30,226,10:36,Absent
1263,3/12/2024,33,Female,Annual,Cardio,26,257,8:23,Absent
1264,8/6/2024,60,Other,Annual,Cardio,93,774,11:47,Absent
1265,3/10/2024,22,Female,Annual,Strength Training,29,168,22:45,Present
1266,6/17/2024,55,Other,Monthly,Strength Training,76,385,6:14,Absent
1267,5/17/2024,44,Female,Quarterly,Cardio,70,575,14:11,Absent
1268,12/7/2024,51,Female,Annual,Yoga,68,627,15:34,Absent
1269,2/1/2024,62,Other,Annual,Strength Training,58,463,15:49,Present
1270,5/24/2024,23,Female,Monthly,Cardio,94,553,7:10,Present
1271,2/29/2024,44,Female,Quarterly,Strength Training,119,663,8:29,Absent
1272,3/16/2024,37,Male,Monthly,CrossFit,29,177,7:55,Present
1273,3/2/2024,41,Male,Monthly,HIIT,26,241,12:45,Present
1274,3/24/2024,58,Other,Monthly,Strength Training,78,593,6:46,Absent
1275,6/16/2024,51,Male,Monthly,HIIT,47,457,13:47,Present
1276,10/12/2024,51,Other,Annual,Cardio,32,211,19:17,Absent
1277,10/18/2024,48,Male,Annual,Cardio,104,721,10:26,Absent
1278,9/25/2024,61,Female,Annual,Cardio,119,1035,7:59,Present
1279,10/20/2024,21,Other,Annual,Cardio,94,882,22:36,Present
1280,11/12/2024,37,Other,Monthly,Strength Training,57,331,7:59,Present
1281,1/6/2024,54,Male,Annual,CrossFit,24,130,12:20,Present
1282,3/15/2024,43,Other,Monthly,CrossFit,89,864,13:17,Absent
1283,5/7/2024,47,Female,Annual,Yoga,70,360,9:04,Present
1284,6/1/2024,33,Other,Annual,Cardio,90,654,8:13,Present
1285,10/13/2024,53,Other,Annual,Strength Training,70,494,18:35,Present
1286,9/23/2024,57,Female,Annual,HIIT,90,484,18:14,Present
1287,9/23/2024,53,Male,Annual,Yoga,102,674,17:19,Absent
1288,12/8/2024,27,Other,Annual,CrossFit,32,251,5:28,Present
1289,7/5/2024,38,Male,Monthly,Yoga,108,997,5:30,Present
1290,11/25/2024,61,Female,Quarterly,Strength Training,38,281,6:03,Present
1291,8/3/2024,32,Female,Annual,HIIT,20,133,8:04,Present
1292,2/23/2024,60,Male,Quarterly,CrossFit,31,230,14:04,Absent
1293,11/29/2024,29,Female,Annual,CrossFit,116,707,13:27,Absent
1294,2/19/2024,32,Other,Monthly,HIIT,43,425,14:05,Absent
1295,1/19/2024,50,Female,Quarterly,Cardio,51,465,14:05,Absent
1296,6/11/2024,33,Male,Monthly,Strength Training,119,1007,13:28,Present
1297,5/8/2024,57,Male,Monthly,Strength Training,36,244,6:39,Present
1298,9/10/2024,45,Female,Monthly,HIIT,53,340,20:37,Absent
1299,4/10/2024,36,Female,Monthly,Strength Training,39,267,5:14,Absent
1300,3/25/2024,29,Other,Monthly,HIIT,63,583,9:46,Absent
1301,4/27/2024,49,Male,Annual,Yoga,81,606,5:33,Absent
1302,3/25/2024,63,Female,Annual,HIIT,70,498,12:06,Present
1303,3/17/2024,34,Other,Quarterly,Cardio,119,984,10:58,Absent
1304,11/23/2024,36,Female,Monthly,CrossFit,114,570,21:19,Absent
1305,4/23/2024,53,Other,Annual,Yoga,73,543,5:40,Absent
1306,2/27/2024,36,Female,Annual,HIIT,59,321,18:17,Present
1307,8/29/2024,19,Male,Monthly,HIIT,63,494,5:12,Present
1308,11/13/2024,30,Male,Quarterly,Strength Training,32,221,7:31,Absent
1309,6/3/2024,63,Other,Monthly,CrossFit,45,279,22:45,Present
1310,11/9/2024,61,Other,Annual,Cardio,83,450,15:22,Present
1311,6/28/2024,34,Other,Annual,Strength Training,108,967,12:36,Present
1312,7/3/2024,58,Male,Annual,HIIT,109,556,16:49,Absent
1313,8/7/2024,56,Other,Quarterly,Yoga,65,489,19:08,Absent
1314,12/28/2024,26,Female,Quarterly,Strength Training,56,401,8:16,Absent
1315,3/28/2024,54,Female,Quarterly,HIIT,66,559,13:09,Absent
1316,10/21/2024,46,Male,Monthly,HIIT,114,997,21:04,Absent
1317,4/18/2024,61,Other,Quarterly,Strength Training,116,730,20:17,Present
1318,2/26/2024,65,Female,Annual,HIIT,118,736,22:58,Present
1319,5/5/2024,24,Male,Quarterly,HIIT,95,674,8:00,Present
1320,7/1/2024,60,Female,Annual,Cardio,25,167,16:27,Absent
1321,10/12/2024,32,Female,Quarterly,HIIT,46,333,5:40,Present
1322,1/16/2024,35,Other,Monthly,Yoga,26,166,17:55,Present
1323,8/14/2024,40,Male,Annual,Strength Training,111,589,8:38,Absent
1324,1/8/2024,63,Female,Monthly,CrossFit,96,669,13:48,Absent
1325,4/7/2024,41,Other,Annual,Yoga,98,979,5:46,Present
1326,4/23/2024,19,Female,Monthly,Cardio,33,329,17:34,Absent
1327,12/29/2024,58,Other,Quarterly,CrossFit,43,226,14:11,Absent
1328,6/11/2024,56,Female,Monthly,CrossFit,74,414,14:26,Absent
1329,7/22/2024,50,Male,Monthly,HIIT,48,410,20:15,Present
1330,5/3/2024,60,Female,Monthly,CrossFit,42,390,20:40,Present
1331,2/13/2024,61,Other,Annual,Cardio,77,732,12:43,Present
1332,4/5/2024,18,Female,Annual,Strength Training,47,264,18:32,Absent
1333,8/13/2024,60,Female,Monthly,CrossFit,49,313,12:40,Absent
1334,10/15/2024,43,Male,Quarterly,Strength Training,20,127,14:28,Present
1335,2/25/2024,51,Female,Quarterly,Yoga,77,515,19:52,Present
1336,8/20/2024,33,Female,Quarterly,CrossFit,115,1133,7:16,Present
1337,10/21/2024,31,Other,Quarterly,Strength Training,41,276,22:26,Absent
1338,7/4/2024,18,Male,Quarterly,HIIT,72,366,11:22,Absent
1339,9/30/2024,29,Male,Quarterly,CrossFit,26,201,17:57,Absent
1340,6/21/2024,32,Female,Quarterly,Strength Training,39,308,11:18,Absent
1341,10/20/2024,32,Other,Quarterly,CrossFit,94,910,12:08,Present
1342,9/7/2024,34,Male,Monthly,Strength Training,88,811,20:46,Absent
1343,12/25/2024,35,Male,Annual,Cardio,115,582,5:22,Absent
1344,9/20/2024,31,Male,Quarterly,CrossFit,49,485,14:04,Absent
1345,4/11/2024,40,Female,Quarterly,HIIT,102,833,10:50,Absent
1346,1/31/2024,32,Female,Annual,HIIT,37,317,19:31,Present
1347,8/9/2024,23,Other,Annual,Yoga,93,837,5:59,Absent
1348,9/13/2024,31,Female,Monthly,Strength Training,97,882,18:38,Absent
1349,8/23/2024,60,Female,Quarterly,CrossFit,90,887,6:05,Present
1350,7/9/2024,65,Male,Quarterly,Yoga,62,418,16:24,Present
1351,1/24/2024,49,Other,Monthly,Cardio,103,606,12:01,Absent
1352,10/26/2024,57,Other,Annual,Yoga,91,892,8:21,Present
1353,1/26/2024,37,Male,Annual,Yoga,82,437,18:00,Present
1354,1/13/2024,34,Other,Annual,Yoga,71,490,14:33,Absent
1355,11/16/2024,43,Other,Monthly,Yoga,118,900,6:01,Absent
1356,3/15/2024,33,Female,Annual,Strength Training,51,351,12:27,Absent
1357,7/31/2024,41,Other,Quarterly,Cardio,59,549,19:24,Present
1358,5/31/2024,40,Other,Quarterly,Cardio,39,287,8:59,Present
1359,7/28/2024,61,Other,Annual,Yoga,44,359,16:21,Present
1360,2/29/2024,18,Male,Monthly,CrossFit,80,406,10:33,Present
1361,11/16/2024,35,Male,Monthly,HIIT,83,604,21:15,Present
1362,12/14/2024,52,Male,Quarterly,Cardio,68,670,7:55,Absent
1363,2/13/2024,64,Female,Annual,Yoga,109,787,15:52,Present
1364,1/19/2024,31,Other,Monthly,Cardio,24,132,7:05,Present
1365,8/3/2024,21,Male,Annual,HIIT,75,509,9:11,Absent
1366,6/27/2024,45,Male,Annual,Yoga,79,705,15:09,Absent
1367,2/3/2024,31,Male,Annual,CrossFit,48,453,6:49,Absent
1368,4/20/2024,54,Male,Annual,CrossFit,88,870,12:51,Present
1369,10/30/2024,47,Male,Monthly,Strength Training,84,808,22:46,Absent
1370,4/27/2024,47,Female,Monthly,Strength Training,110,651,11:53,Present
1371,5/6/2024,54,Other,Monthly,HIIT,91,455,20:39,Present
1372,5/15/2024,42,Male,Monthly,Strength Training,35,228,12:25,Present
1373,9/21/2024,50,Female,Annual,Strength Training,51,350,9:53,Absent
1374,5/11/2024,28,Other,Annual,CrossFit,51,313,18:34,Present
1375,2/24/2024,42,Other,Quarterly,HIIT,54,382,12:53,Absent
1376,9/20/2024,45,Other,Annual,HIIT,34,229,16:14,Present
1377,12/24/2024,24,Female,Monthly,CrossFit,21,152,8:15,Absent
1378,12/13/2024,40,Other,Quarterly,HIIT,42,316,18:06,Present
1379,5/21/2024,64,Male,Quarterly,Cardio,46,387,15:25,Present
1380,5/12/2024,65,Male,Quarterly,HIIT,63,375,11:17,Present
1381,3/10/2024,39,Female,Monthly,Cardio,31,221,10:44,Present
1382,12/19/2024,26,Female,Monthly,Yoga,105,734,9:25,Absent
1383,10/20/2024,53,Male,Monthly,HIIT,32,199,8:16,Absent
1384,1/10/2024,22,Other,Annual,HIIT,79,507,7:52,Present
1385,6/26/2024,25,Female,Monthly,HIIT,92,502,22:02,Absent
1386,7/22/2024,54,Male,Quarterly,Strength Training,81,493,7:21,Absent
1387,6/8/2024,46,Male,Monthly,CrossFit,99,628,7:10,Absent
1388,6/22/2024,64,Male,Annual,HIIT,73,710,6:09,Present
1389,10/15/2024,47,Male,Monthly,CrossFit,26,254,14:22,Absent
1390,2/14/2024,65,Other,Annual,Cardio,58,296,20:06,Absent
1391,10/4/2024,27,Male,Quarterly,CrossFit,33,238,14:25,Present
1392,12/25/2024,60,Male,Annual,Strength Training,74,484,8:05,Absent
1393,9/30/2024,34,Female,Monthly,Strength Training,99,706,22:52,Absent
1394,7/23/2024,65,Male,Annual,HIIT,77,743,6:44,Absent
1395,12/6/2024,40,Female,Monthly,CrossFit,89,542,21:48,Present
1396,1/3/2024,37,Other,Quarterly,Strength Training,33,261,12:45,Absent
1397,6/17/2024,44,Male,Annual,Cardio,24,186,18:29,Absent
1398,12/26/2024,32,Female,Quarterly,Strength Training,102,871,8:04,Present
1399,3/10/2024,36,Other,Monthly,Strength Training,99,824,15:12,Present
1400,12/11/2024,18,Other,Monthly,HIIT,66,638,18:34,Absent
1401,10/21/2024,33,Other,Quarterly,HIIT,94,870,12:40,Present
1402,3/25/2024,57,Male,Annual,Cardio,60,515,14:33,Absent
1403,6/30/2024,42,Male,Quarterly,CrossFit,111,622,6:57,Absent
1404,1/30/2024,34,Other,Annual,CrossFit,112,670,11:26,Absent
1405,7/8/2024,38,Female,Annual,Cardio,24,169,13:27,Present
1406,8/11/2024,50,Male,Quarterly,Cardio,51,292,14:07,Absent
1407,9/4/2024,49,Male,Monthly,Cardio,74,402,5:26,Absent
1408,11/3/2024,54,Other,Annual,HIIT,99,922,11:37,Present
1409,8/2/2024,36,Male,Monthly,HIIT,83,451,17:15,Present
1410,8/9/2024,65,Female,Annual,CrossFit,73,412,14:29,Present
1411,2/8/2024,37,Male,Monthly,Strength Training,61,546,10:44,Present
1412,4/17/2024,49,Other,Monthly,Strength Training,111,623,19:02,Present
1413,2/24/2024,48,Female,Monthly,Strength Training,65,491,7:18,Absent
1414,1/9/2024,48,Male,Monthly,Cardio,119,1111,22:36,Absent
1415,8/26/2024,23,Female,Monthly,CrossFit,60,374,16:42,Present
1416,11/18/2024,44,Female,Annual,HIIT,65,633,21:25,Absent
1417,8/26/2024,41,Female,Monthly,Yoga,50,272,8:26,Absent
1418,3/16/2024,56,Male,Quarterly,CrossFit,95,725,13:57,Absent
1419,5/24/2024,46,Other,Monthly,HIIT,91,804,5:19,Absent
1420,8/3/2024,23,Other,Monthly,Cardio,70,638,21:18,Present
1421,12/4/2024,39,Other,Monthly,Strength Training,83,790,9:22,Present
1422,1/20/2024,25,Female,Monthly,Yoga,110,933,8:29,Present
1423,6/29/2024,54,Other,Monthly,HIIT,52,405,21:22,Present
1424,12/26/2024,28,Female,Quarterly,Cardio,83,514,13:32,Absent
1425,2/12/2024,52,Female,Monthly,Strength Training,71,427,9:45,Absent
1426,8/9/2024,20,Other,Annual,Yoga,85,646,6:24,Absent
1427,3/3/2024,32,Other,Quarterly,Yoga,41,244,8:38,Present
1428,11/23/2024,20,Other,Quarterly,Strength Training,107,1069,14:04,Absent
1429,10/30/2024,39,Other,Monthly,CrossFit,98,680,21:18,Absent
1430,8/16/2024,57,Other,Annual,CrossFit,93,601,5:14,Present
1431,12/8/2024,46,Male,Quarterly,CrossFit,98,492,21:20,Present
1432,3/30/2024,54,Male,Annual,Cardio,87,804,13:58,Present
1433,6/29/2024,41,Female,Annual,HIIT,73,526,19:28,Present
1434,5/31/2024,51,Other,Quarterly,Strength Training,84,536,16:41,Absent
1435,10/29/2024,45,Other,Monthly,Yoga,83,420,5:14,Present
1436,1/20/2024,29,Other,Monthly,Yoga,81,529,17:19,Present
1437,12/18/2024,20,Female,Annual,CrossFit,71,538,12:25,Present
1438,11/1/2024,58,Female,Annual,Yoga,25,182,15:52,Present
1439,3/21/2024,19,Female,Quarterly,Yoga,86,654,15:13,Absent
1440,5/30/2024,60,Other,Monthly,CrossFit,110,632,12:47,Present
1441,9/22/2024,62,Other,Quarterly,CrossFit,94,661,9:54,Absent
1442,3/15/2024,41,Female,Monthly,Cardio,38,350,15:20,Present
1443,1/29/2024,56,Male,Monthly,HIIT,33,211,22:55,Absent
1444,12/8/2024,23,Female,Monthly,CrossFit,118,1127,18:28,Absent
1445,7/21/2024,46,Female,Quarterly,Cardio,54,515,5:40,Present
1446,10/5/2024,60,Male,Annual,HIIT,76,412,21:27,Present
1447,8/20/2024,59,Female,Monthly,HIIT,47,258,14:10,Absent
1448,12/21/2024,20,Other,Monthly,Cardio,31,164,17:33,Absent
1449,7/10/2024,22,Other,Monthly,CrossFit,109,705,6:11,Absent
1450,8/5/2024,34,Other,Annual,Cardio,30,192,19:12,Absent
1451,12/22/2024,39,Other,Monthly,Strength Training,33,296,19:41,Present
1452,8/5/2024,58,Other,Monthly,Strength Training,23,219,20:27,Absent
1453,3/26/2024,61,Other,Monthly,Cardio,58,438,18:59,Absent
1454,8/17/2024,28,Other,Annual,Yoga,118,600,17:37,Absent
1455,11/30/2024,36,Female,Annual,Strength Training,38,200,9:52,Present
1456,10/20/2024,44,Female,Monthly,Cardio,68,547,19:43,Present
1457,6/26/2024,36,Male,Annual,CrossFit,29,179,21:20,Present
1458,8/5/2024,32,Male,Monthly,CrossFit,61,430,19:42,Absent
1459,5/29/2024,47,Female,Annual,Strength Training,65,617,9:52,Present
1460,12/11/2024,64,Male,Monthly,Cardio,114,1135,15:47,Absent
1461,9/16/2024,18,Other,Annual,CrossFit,26,242,18:39,Present
1462,1/25/2024,52,Male,Quarterly,Yoga,117,1093,9:58,Absent
1463,4/21/2024,38,Other,Annual,CrossFit,97,569,7:54,Present
1464,8/19/2024,49,Male,Quarterly,Cardio,39,281,19:41,Present
1465,4/28/2024,30,Male,Annual,Yoga,111,1091,20:28,Absent
1466,6/26/2024,52,Male,Quarterly,Strength Training,59,312,8:30,Absent
1467,2/16/2024,22,Other,Quarterly,CrossFit,74,731,16:42,Present
1468,8/7/2024,36,Female,Quarterly,HIIT,110,895,11:22,Absent
1469,10/11/2024,45,Female,Quarterly,Cardio,106,547,7:22,Present
1470,8/6/2024,33,Other,Monthly,Strength Training,102,663,10:45,Absent
1471,7/12/2024,41,Male,Monthly,Yoga,113,709,18:12,Present
1472,9/17/2024,57,Other,Monthly,Cardio,54,391,17:54,Present
1473,11/10/2024,49,Female,Annual,Cardio,113,791,9:53,Absent
1474,3/18/2024,61,Other,Annual,Yoga,89,554,12:04,Absent
1475,6/10/2024,65,Male,Quarterly,HIIT,109,1069,17:19,Present
1476,11/17/2024,60,Male,Monthly,Strength Training,74,557,9:21,Absent
1477,12/20/2024,35,Male,Annual,Yoga,53,336,6:05,Present
1478,7/10/2024,49,Other,Quarterly,Strength Training,100,986,18:32,Absent
1479,6/24/2024,42,Female,Annual,CrossFit,45,418,8:55,Absent
1480,11/15/2024,42,Other,Annual,Strength Training,111,563,5:39,Present
1481,3/18/2024,44,Other,Quarterly,Cardio,98,928,11:40,Present
1482,4/29/2024,27,Male,Quarterly,Strength Training,118,675,20:16,Absent
1483,11/6/2024,62,Other,Annual,Yoga,103,542,10:53,Present
1484,2/5/2024,51,Female,Monthly,Strength Training,44,241,15:32,Absent
1485,6/8/2024,39,Other,Annual,Cardio,74,487,12:59,Absent
1486,1/16/2024,58,Male,Annual,Strength Training,66,545,11:53,Present
1487,10/16/2024,23,Male,Monthly,Cardio,85,564,18:43,Present
1488,9/4/2024,53,Female,Quarterly,Cardio,64,433,6:16,Absent
1489,8/3/2024,47,Female,Annual,Yoga,59,436,13:30,Present
1490,5/29/2024,30,Male,Quarterly,Cardio,58,506,18:44,Absent
1491,8/2/2024,46,Male,Quarterly,HIIT,116,959,21:16,Absent
1492,3/18/2024,53,Male,Quarterly,HIIT,20,120,15:51,Absent
1493,11/11/2024,53,Female,Monthly,HIIT,98,859,6:57,Absent
1494,5/13/2024,58,Male,Monthly,CrossFit,96,576,9:55,Present
1495,3/15/2024,22,Male,Monthly,HIIT,37,219,11:51,Present
1496,2/27/2024,52,Male,Annual,Strength Training,56,520,10:20,Absent
1497,9/21/2024,65,Other,Monthly,Strength Training,64,382,20:20,Present
1498,1/12/2024,37,Other,Annual,HIIT,71,506,10:06,Present
1499,7/3/2024,42,Male,Annual,Cardio,59,434,7:58,Present
1500,10/8/2024,18,Female,Annual,Yoga,27,248,15:26,Present
1501,1/16/2024,64,Other,Quarterly,CrossFit,31,187,22:07,Absent
1502,10/2/2024,25,Male,Annual,HIIT,32,185,14:43,Present
1503,5/22/2024,30,Male,Monthly,Cardio,53,523,6:52,Present
1504,3/16/2024,28,Other,Annual,Cardio,87,839,11:38,Present
1505,2/8/2024,58,Female,Annual,Strength Training,43,339,16:14,Present
1506,6/21/2024,63,Other,Monthly,CrossFit,120,865,12:22,Present
1507,2/1/2024,37,Other,Monthly,Cardio,98,761,18:22,Absent
1508,8/11/2024,28,Other,Quarterly,Yoga,45,241,12:04,Present
1509,9/28/2024,52,Other,Annual,Yoga,101,929,8:08,Present
1510,4/24/2024,52,Other,Annual,CrossFit,67,528,17:55,Absent
1511,2/17/2024,39,Other,Quarterly,Cardio,30,285,12:09,Present
1512,8/5/2024,63,Other,Quarterly,Cardio,95,628,15:21,Present
1513,12/9/2024,37,Other,Quarterly,Strength Training,39,270,5:55,Present
1514,8/4/2024,49,Other,Quarterly,HIIT,53,406,16:34,Present
1515,4/28/2024,29,Female,Annual,CrossFit,93,521,12:03,Present
1516,7/17/2024,61,Male,Monthly,Cardio,81,460,16:42,Absent
1517,1/10/2024,26,Male,Annual,CrossFit,26,173,16:00,Present
1518,4/2/2024,44,Female,Quarterly,CrossFit,71,620,8:37,Absent
1519,9/10/2024,62,Other,Quarterly,HIIT,109,576,22:35,Present
1520,2/22/2024,31,Female,Annual,Cardio,53,437,11:20,Absent
1521,5/29/2024,50,Other,Annual,Yoga,50,270,12:48,Present
1522,12/30/2024,63,Male,Annual,CrossFit,89,878,12:37,Absent
1523,5/23/2024,42,Female,Monthly,CrossFit,90,892,10:39,Absent
1524,6/16/2024,55,Male,Monthly,Cardio,36,234,8:48,Present
1525,8/3/2024,49,Other,Annual,Strength Training,58,467,13:41,Present
1526,12/4/2024,24,Female,Monthly,Strength Training,87,676,7:02,Present
1527,3/19/2024,42,Female,Annual,Strength Training,47,302,14:44,Present
1528,11/29/2024,63,Female,Annual,Cardio,30,285,12:57,Absent
1529,12/5/2024,51,Other,Monthly,Cardio,79,568,9:26,Absent
1530,11/6/2024,42,Other,Monthly,Strength Training,23,164,9:11,Absent
1531,2/11/2024,24,Other,Annual,HIIT,24,187,9:20,Present
1532,2/20/2024,55,Other,Annual,Strength Training,26,249,6:05,Present
1533,4/19/2024,59,Other,Monthly,CrossFit,34,291,7:59,Present
1534,12/23/2024,20,Other,Quarterly,HIIT,52,428,18:28,Absent
